fpr,tpr,model,auc
0.5915492957746479,0.7540983606557377,Hypothesis,0.6287231586238745
0.6056338028169014,0.7540983606557377,Hypothesis,0.6287231586238745
0.6056338028169014,0.7704918032786885,Hypothesis,0.6287231586238745
0.6197183098591549,0.7704918032786885,Hypothesis,0.6287231586238745
0.6197183098591549,0.8032786885245902,Hypothesis,0.6287231586238745
0.647887323943662,0.8032786885245902,Hypothesis,0.6287231586238745
0.647887323943662,0.8524590163934426,Hypothesis,0.6287231586238745
0.676056338028169,0.8524590163934426,Hypothesis,0.6287231586238745
0.676056338028169,0.8688524590163934,Hypothesis,0.6287231586238745
0.7183098591549296,0.8688524590163934,Hypothesis,0.6287231586238745
0.7183098591549296,0.8852459016393442,Hypothesis,0.6287231586238745
0.7323943661971831,0.8852459016393442,Hypothesis,0.6287231586238745
0.7323943661971831,0.9180327868852459,Hypothesis,0.6287231586238745
0.7464788732394366,0.9180327868852459,Hypothesis,0.6287231586238745
0.7464788732394366,0.9344262295081968,Hypothesis,0.6287231586238745
0.7605633802816901,0.9344262295081968,Hypothesis,0.6287231586238745
0.7605633802816901,0.9508196721311475,Hypothesis,0.6287231586238745
0.9436619718309859,0.9508196721311475,Hypothesis,0.6287231586238745
0.9436619718309859,0.9672131147540983,Hypothesis,0.6287231586238745
0.9859154929577465,0.9672131147540983,Hypothesis,0.6287231586238745
0.9859154929577465,1.0,Hypothesis,0.6287231586238745
1.0,1.0,Hypothesis,0.6287231586238745
